categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Plats préparés|Netto|2 Tartes aux poireaux|d|GARNITURE 60% : poireaux 19.7%, _lait_, crème fraîche 6.5%, _oeufs_, fromage blanc, blanc d'_oeuf_, emmental, amidon modifié, huile de tournesol, ail, échalotes, sel, poivre, muscade. PATE 40% : farine de _blé_, eau, margarine [huiles et graisses végétales, eau, émulsifiant : E471. acidifiant : E330. arôme], sel.|1025|14.4|1.6||6.2|0.73|||||||||||||||||1|lait, oeufs, oeuf, blé|E14XX - Amidons modifiés,E330 - Acide citrique,E471 - Mono- et diglycérides d'acides gras alimentaires|
Plats préparés|Netto|Céleri rémoulade|c|_Céleri_ râpé 70%, eau, huile de colza, sel, amidon modifié de pomme de terre, _moutarde_, vinaigre d'alcool, épaississant : E415. jaune d'_œuf_, acidifiant : E330. conservateur : E202. antioxydant : E300. poivre.|360|6.8|1.9||0.9|1.21|||||||||||||||||0|Céleri, moutarde, moutarde, œuf|E14XX - Amidons modifiés,E202 - Sorbate de potassium,E300 - Acide ascorbique,E330 - Acide citrique,E415 - Gomme xanthane|
Plats préparés|Netto|Knacks purée|c|Eau, knacks 23.3% [viande de porc, eau, plasma de porc, sel, dextrose, protéines de _lait_, lactose, arômes ; conservateurs : ascorbate de sodium, nitrite de sodium ; colorants : extrait de paprika, carmins], flocons de pommes de terre 11.7% [pommes de terre, épice], crèmefraîche 4.8%, huile de colza, fromage blanc, lactoseet protéines de _lait_, sel, arômes; colorants : curcumine, rocou, extrait de paprika, carmins, lutéine.|555|8.6|1||3.3|1.2|||||||||||||||||0|lait, lait, lait, lait, lait, lait, lait|E100 - Curcumine,E120 - Acide carminique,E160b - Rocou,E160c - Extrait de paprika,E161b - Lutéine,E250 - Nitrite de sodium,E301 - Ascorbate de sodium|
Plats préparés|Netto|2 croissants au jambon|d|Sauce blanche 37.6% : eau, farine de _blé_, margarine, eau, émulsifiant : E471. acidifiant : E330. arôme), lactose et protéines de _lait_, crème, sel, épice, extraits d'épices. Croissant 35.3% : farines, eau, margarine, eau, sel, émulsifiant : E471. acidifiant : E330. colorant : E160a), sucre, levure, sel. Jambon de porc cuit standard 15.3% : jambon de porc, eau, sel, sirop de glucose, stabilisants : E451. E450; dextrose, arômes, gélifiant : E407. conservateurs : E316. E250. Emmental 11.8%, dont _lait_.|977|12.7|4.2||6.8|1.43002|||||||||||||||||1|blé, lait, blé, blé, lait|E160a - Bêta-carotène,E250 - Nitrite de sodium,E300 - Acide ascorbique,E316 - Erythorbate de sodium,E330 - Acide citrique,E407 - Carraghénanes,E450 - Sels métalliques de diphosphates,E451 - Triphosphates,E471 - Mono- et diglycérides d'acides gras alimentaires|
Plats préparés|Netto|Riz Cantonais|c|Riz cuit 48%, oignon réhydraté, _oeufs_ cuits 11%, jambon cuit standard 9%, bouillon de porc, dextrose, stabilisant : E451. gélifiant : E407. arôme naturel de porc, sirop de glucose, antioxydant : E316. conservateur : E250. ferments), petits pois 9%, eau, huile de tournesol et/ou de colza, sel, conservateur : E262. poivre, ail, arôme naturel.|828|4.7|3.7||6.6|1.63|||||||||||||||||0|oeufs, lait|E250 - Nitrite de sodium,E262 - Acétates de sodium,E316 - Erythorbate de sodium,E407 - Carraghénanes,E451 - Triphosphates|
Plats préparés|Netto|Surimi Crudités|b|Salade mélangée 36 %, _oeuf_ dur 16 %, sauce cocktail 16 %, concentré de tomates, vinaigre de vin rouge, sucre, amidon modifié de pomme de terre, jaune d'_oeuf_, sel, vinaigre d'alcool, poivre, épaississant : E415. conservateur : E202. colorant : E160a), préparation à base de surimi 15 %, eau, amidon de _blé_, blanc d'_oeuf_ réhydraté, huile de colza, sel, arôme naturel, colorant : extrait de paprika), carottes râpées 14 %, tomates cerise 3 %.|330|5|2.4||4|0.6|||||||||||||||||0|oeuf, moutarde, oeuf, poisson, blé, oeuf, poissons, crustacés|E14XX - Amidons modifiés,E160a - Bêta-carotène,E160c - Extrait de paprika,E202 - Sorbate de potassium,E222 - Bisulfite de sodium,E224 - Disulfite de potassium,E330 - Acide citrique,E415 - Gomme xanthane|
Plats préparés|Netto|Taboulé au poulet|b|Semoule de _blé_ dur 25 %, eau, légumes 22 %, poulet cuit assaisonné 10 %, eau, sel, poivre), jus de citron à base de concentré 5.8 %, maïs, huile d'olive vierge extra, huile de colza, arôme, sel, ciboulette, conservateur : sorbate de potassium, paprika, cumin, ail, poivre.|649|5.3|1.7||5.6|0.82|||||||||||||||||0|en:gluten|E202 - Sorbate de potassium|
Plats préparés|Netto|Salade de Pâtes Jambon Mozzarella aux petits légumes grillés|b|Pâtes cuites 45 %, légumes grillés 16 %, jambon cuit supérieur 10 %, mozzarella 9 %, tomates mi-séchées, huile de colza, eau, acidifiant : E330. jus concentré pulpé de citron, arôme naturel de citron, eau, purée de tomates double concentré, basilic, sel, condiment balsamique blanc, ail, piment doux, conservateur : E202.|636|6.1|3.3||8.3|0.92|||||||||||||||||0|Œufs,Gluten,Lait|E150a - Caramel E150a,E202 - Sorbate de potassium,E250 - Nitrite de sodium,E301 - Ascorbate de sodium,E330 - Acide citrique,E428 - Gélatine|
Plats préparés|Netto|Tagliatelles à la Carbonara|c|Tagliatelles aux _œufs_ cuites 48.5% [eau, semoule de _blé_ dur, _œufs_ entiers3.9%], eau, lardons cuits fumés 13% [poitrine de porc [France]. sel, sirop de glucose, arômes naturels, ferments], crème* fraîche11.5%, farine, de _blé_, Brana Padano*, oignons préfrits (oignons, huile de tournesol, sel, poivre. *dont _lait_ Pourcentages exprimés sur le produit fini.|707|8.7|0.7||5.9|0.66|||||||||||||||||0|en:eggs,en:gluten,en:milk||
Plats préparés|Netto|Pizza Mozzarella, Jambon, Roquette|d|Garniture 59.3% : mozzarella35.8%, sauce tomate cuite, jambon cuit standard 29.5%, roquette 0.8%, plantes aromatiques. Pâte cuite 40.7% : farine de _blé_, eau, huile d'olive vierge extra 0.82%, levure boulangère, sel, farine de _blé_ malté, semoule de _blé_ dur.|884|6.3|3.7||11.9|1.44|||||||||||||||||0|lait, blé, blé, blé|E14XX - Amidons modifiés,E250 - Nitrite de sodium,E316 - Erythorbate de sodium,E450 - Sels métalliques de diphosphates,E451 - Triphosphates|
Plats préparés|Norma|Quiche Lorraine|d|Pâte brisée 37.5 %- eau, émulsifiant : mono- et diglycérides d'acides gras- acidifiant : acide citrique - arôme) - eau- sel) - _lait_ entier - _œufs_ lardons fumés 11.8 %- _crème_ fraîche - jambon cuit supérieur 28 %- eau, _emmental_ - amidon transformé - muscade poivre.|1138|16|1.5||9.6|1.1|||||||||||||||||1|blé, lait, œufs, crème, emmental|E14XX - Amidons modifiés,E250 - Nitrite de sodium,E316 - Erythorbate de sodium,E330 - Acide citrique,E471 - Mono- et diglycérides d'acides gras alimentaires|
Plats préparés|Nos Recettes Privilège,Kerméné,Kermené|Trio de Chou Jambon et Comté|c|Chou blanc 41 %, huile de colza, jambon cuit supérieur 9 %, antioxydant : E316. conservateur : E250. gélatine de porc), comté 8 %, tomates fraîches 7 %, courgettes, eau, vinaigre, oignons, _moutarde_, _crème_ fraîche, jaune d’_œuf_, sel, jus de citron concentré, épaississants: gomme guar -gomme xanthane, poivre, arôme, huile de tournesol.|720|14|1.1|1.6|5.7|0.92|||||||||||||||||0|moutarde, moutarde, crème, œuf|E222 - Bisulfite de sodium,E250 - Nitrite de sodium,E316 - Erythorbate de sodium,E412 - Gomme de guar,E415 - Gomme xanthane,E428 - Gélatine|
Plats préparés|Nos Régions Ont du Talent|Brandade de Morue Parmentière, Recette du Sud-Ouest|a|Pomme de terre cuite 36 % : _morue_32 %, eau, huile de colza, flocons de pomme de terre, oignon préfrit, huile d'olive vierge extra, sel, fibre de _blé_, ail, persil, poivre, épaississants : gomme xanthane, gomme guar.|444|3.8|0.5|1.8|7|0.85|||||||||||||||||0|morue, blé|E100 - Curcumine,E330 - Acide citrique,E412 - Gomme de guar,E415 - Gomme xanthane,E450 - Sels métalliques de diphosphates,E471 - Mono- et diglycérides d'acides gras alimentaires|
Plats préparés|Nos Régions ont du Talent|Brandade de Morue Parmentière du Sud-Ouest|a|Pomme de terre cuite 36%; _morue_32%; eau; huile de colza; oignon préfrit; flocons de pomme de terre; huile d'olive vierge extra; sel; fibre de _blé_; ail; persil; poivre; épaississants: gomme xanthane, gomme guar|444|3.8|0.5|1.8|7|0.85|||||||||||||||||0|en:fish,en:gluten|E100 - Curcumine,E330 - Acide citrique,E412 - Gomme de guar,E415 - Gomme xanthane,E450 - Sels métalliques de diphosphates,E471 - Mono- et diglycérides d'acides gras alimentaires|
Plats préparés|Nos Régions ont du Talent|Ravioles au basilic de Provence|d|Pâte 50 % : farine de _blé_ tendre, eau, _œufs_ frais 4.8 %, huile de tournesol. Farce 50 % : _fromage_ frais, _fromage_ fondu, _ricotta_, basilic de Provence 7.5 %, _emmental_, flocons de pomme de terre, sel, _beurre_.|1025|6.9|3.3|2.5|9|1.63|||||||||||||||||0|en:eggs,en:gluten,en:milk|E14XX - Amidons modifiés|
Plats préparés|Nutrisens|Méli-mélo de quinoa & petits légumes|c|quinoa précuit 33.5%, poivrons 19%, courgettes 13.5%, maïs 11.5%, coulis de tomate 6.5%, oignon 5.9%, huile d'olive, jus de citron, gingembre 1.40%, ail, eau, sel, concentré de tomate 0.7%, basilic 0.7%.|435|3.2|2.5||3.2|0.8|||||||||||||||||0|||
Plats préparés|Odyssée|Bâtonnets de surimi|c|Eau, chair de _poisson_ 35 %, amidons, blanc d'_oeuf_ réhydraté, huile de colza, sucre, sel, arôme crabe, exhausteur de goût : monoglutamate de sodium, colorant : extrait de paprika.|506|4.5|3.2||7.3|1.7|||||||||||||||||0|poisson, blé, oeuf, crustacés|E160c - Extrait de paprika,E621 - Glutamate monosodique|
Plats préparés|Palais Gourmand|Macédoine de légumes|c|Macédoine 73.9 %sauce à la mayonnaise 23.9 %. amidon modifié de maïs, sel, blanc d'OEUFS, extraits naturels de thé vert et de romarin, extrait naturel de MOUTARDE, acidifiant : E330. LACTOSE, antioxydant E301. conservateur E262i, sel, épaississants E415 - E412. dextrose, arôme naturel de poivre.|723|14.3|3.3|2.6|2.2|1.4|||||||||||||||||0||E14XX - Amidons modifiés,E262 - Acétates de sodium,E262i - Acétate de sodium,E301 - Ascorbate de sodium,E330 - Acide citrique,E412 - Gomme de guar,E415 - Gomme xanthane|
Plats préparés|Parmentine|Parmentine's Cup et sa sauce Fromage Blanc Ciboulette|d|Pommes de terre. Origine France 100 %. Sauce fromage blanc ciboulette : huile de colza, _fromage_ blanc 0 %, eau, vinaigre, sucre, jaune d'_œuf_, sel, _moutarde_ de Dijon, amidons modifiés, ciboulette, jus de citron concentré, acidifiant : E270. épaississant : E415. conservateur : E202. poivre.|1506|37.2|2.6||1.3|2|||||||||||||||||0|fromage, œuf, moutarde, moutarde, disulfite|E14XX - Amidons modifiés,E202 - Sorbate de potassium,E224 - Disulfite de potassium,E270 - Acide lactique,E330 - Acide citrique,E415 - Gomme xanthane|
Plats préparés|Patrick Verrière|Beignets de légumes|d|Courgette fraîche 43 %, ŒUF, eau, huile de tournesol, flocons de pomme de terre, farine de BLÉ, FROMAGE râpé, huile de palme non hydrogénée, amidon de BLÉ, BEURRE, LAIT en poudre, sel, poudre à lever, épices.|941|13.9|1||7.7|1.4|||||||||||||||||1|en:eggs,en:gluten,en:milk|E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Plats préparés|Patrick Verrière|Colin Parmentier 2 parts|d|COLIN-LIEU40.5 %, eau, CRÈME, flocons de pommes de terre, vin blanc, BEURRE, oignon, sel, ail.|608|9.58|0.5||8.8|1.1|||||||||||||||||1|COLIN, LIEU, SULFITES, BEURRE|E100 - Curcumine,E223 - Disulfite de sodium,E304 - Acide palmityle-6-L-ascorbique,E330 - Acide citrique,E407 - Carraghénanes,E450 - Sels métalliques de diphosphates,E471 - Mono- et diglycérides d'acides gras alimentaires|
Plats préparés|Patrick Verrière|Râpées|c|Pommes de terre 67%, huiles non hydrogénées, ŒUF, farine de BLÉ, sel.|1046|15.5|1.1||3.9|1.1|||||||||||||||||1|ŒUF, BLÉ||
Plats préparés|Patrimoine Gourmand|Bouillabaisse|a|_Poissons_ en morceaux et/ ou réduits : 67 %, Eau, pommes de terre, _moules_ - concentré de tomates oignons, poireaux, amidon transformé de maïs huile d'olive vierge extra, huile de colza, sel, plantes aromatiques, épices dont safran.|314|3.1|0.5|2.4|10|0.75|||||||||||||||||0|en:fish,en:molluscs|E14XX - Amidons modifiés,E223 - Disulfite de sodium|
Plats préparés|Patrimoine Gourmand|Ravioles du Dauphiné|d|Pâte- _fromage_ frais - _comté_ - _emmental_ français est-central persil - sel - _œufs_ frais - _beurre_ - eau.|1151|9.9|0.9|2.6|13.9|1.6|||||||||||||||||0|||
Plats préparés|Paul's Finest|Quinoa Curry Coco|b|Grand gobelet: 98.3 % Quinoa* blanc cuit, huile d'olive extra vierge*. Petit gobelet: 60.9 %, Légumes*, eau, 15 % lait de noix de coco* 3 % noix de coco*, amidon de maïs*, épices* et aromates* (dont mix curry* 0.6% , sel marin, jus de citron concentré*.|531|4.7|2|2.6|4|0.28|||||||||||||||||0|||
Plats préparés|Pause Fraîcheur,Marque Repère|Salade assaisonnée à base de pomme de terre et de saucisse de strasbourg|c|Pommes de terre 63%; eau ; saucisse de Strasbourg 11%; huile de colza ; cornichon; vinaigre d'alcool ; _moutarde_ à l'ancienne; se ; amidon modifié de pomme de terre ; sucre ; _moutarde_; conservateur : E202 ; ciboulette ; persil ; jaune d’_œuf_ ; poivre; épaississant : gomme xanthane ; sirop de glucose. |523|7.9|1|1.5|2.7|1.21|||||||||||||||||0|moutarde, moutarde, moutarde, moutarde, œuf|E14XX - Amidons modifiés,E160b - Rocou,E202 - Sorbate de potassium,E250 - Nitrite de sodium,E316 - Erythorbate de sodium,E330 - Acide citrique,E415 - Gomme xanthane,E450 - Sels métalliques de diphosphates,E452 - Polyphosphates|
Plats préparés|Pays Gourmand|2 ficelles Picardes|d|Farine de _blé_, crème 15%, _lait_ entier frais, jambon 10%, _œufs_ frais, _mozzarella_, amidon modifié de maïs, huile de tournesol, sel, jus de citron, conservateur : sorbate de potassium, poivre blanc.|773|10.2|1.3||9|1.07|||||||||||||||||0|blé, lait, emmental, lait, lactose, œufs, mozzarella|E14XX - Amidons modifiés,E202 - Sorbate de potassium,E250 - Nitrite de sodium,E270 - Acide lactique,E301 - Ascorbate de sodium,E407 - Carraghénanes,E450 - Sels métalliques de diphosphates,E451 - Triphosphates|
Plats préparés|Paysan Breton|Poelee sarladaise Paysan Breton|c|Pommes sautées préfrites en rondelles 87.4%, graisse de canard 10%, herbe aromatique, arômes naturels, ail en poudre, sel, extrait de légumes.|900|13|0.8|3.1|2.4|0.67|||||||||||||||||0|||
Plats préparés|Picard|Lasagnes aux Légumes|b|Eau, tomate 16.6 %, crème fraîche légère7.5 %, courgette grillée 7 %, semoule de blé dur, aubergine grillée 4.3%, concentré de tomate 4.2%, farine de lentille verte 3.6 %, échalote, fromage blanc, lait écrémé en poudre, poivron rouge grillé 2.8 %, poivron jaune grillé 2.8 %, carotte, emmental2%, huile d’olive vierge extra 1.6 % , amidon de maïs, oignon préfrit à l’huile de tournesol, graine de courge 0.8 %, ail, sel, basilic, poivre blanc, noix de muscade.|439|4.1|5.2||5.1|0.5|||||||||||||||||0|en:gluten,en:milk||
Plats préparés|Picard|Gratin de pomme de terre, oignon, comté surgelé|c|Pomme de terre précuite 38%, eau, oignon 14.2%, comté8.6%, crème fraîche liquide6.5%, _lait_ entier en poudre, beurre, fécule de pomme de terre, sel, épaississant : gomme xanthane, poivre blanc.|649|10|3.1||4.9|0.6|||||||||||||||||0|lait, lait, lait, lait|E415 - Gomme xanthane|
Plats préparés|Picard|16 Petits Fours Traiteur|d|Eau, farine de _blé_ [farine de _blé_, _gluten de blé_], _œuf_ entier liquide pasteurisé, _lait_, _fromage frais_, bloc de foie gras de canard 4.3 %, _saumon_ fumé 4 % [_saumon_ Atlantique, sel], semoule de maïs3.8 %, tomate pelée concassée, _beurre_, _crème liquide_ 3.1 % [_crème_, stabilisant : carraghénanes], _noix de Saint-Jacques_3.1 %, _fromage_ de chèvre 2.5 %, sucre, préparation à base de tomate 2.1 % [tomate 1.4 %, huile de colza, sel, origan, sucre, ail], oignon 1.8%, huile de colza, fromage frais, oeuf entier en poudre, amidon transformé de pomme de terre, vin blanc, _crème fraîche_, huile de tournesol, vinaigre balsamique, sel, échalote, purée de tomate, pistache en poudre, persil, levure de boulangerie, huile d'olive vierge extra, jus de citron, amidon transformé de manioc, _lait_ écrémé en poudre, gélifiant : pectines, ciboulette 0.05 %, sirop de sucre inverti, protéines de lait, poivre, muscade, épaississants : gomme xanthane, gomme guar.|1038|15.4|6.8|1.7|7.7|1.1|||||||||||||||||0|blé, blé, gluten, gluten de blé, œuf, lait, fromage frais, lait, saumon, saumon, beurre, lait, crème liquide, crème, lait, noix de Saint-Jacques, mollusque, fromage, lait, crème fraîche, lait, sulfites, lait|E14XX - Amidons modifiés,E250 - Nitrite de sodium,E301 - Ascorbate de sodium,E330 - Acide citrique,E407 - Carraghénanes,E412 - Gomme de guar,E415 - Gomme xanthane,E440 - Pectines|
Plats préparés|Picard|Gratin de légumes du soleil|b|Tomate concassée 28.7%, courgette 22.2%, oignon préfrit à l'huile de tournesol 13.7%, poivron rouge 13.7%, aubergines préfrites à l'huile de tournesol 10.2%, eau, grana padano 2.5%, conservateur : thym 0.2%, concentré d'oignon, poivre.|377|8|3.8|2.2|2.1|0.46|||||||||||||||||0|en:milk|E330 - Acide citrique|
Plats préparés|Picard|Gratin de Poulet au Maroilles AOP|c|Pomme de terre précuite 29%, viande de cuisse de poulet cuite 20%, eau, Maroilles AOP** 7.3%, champignon de Paris 6.8%, crème fraiche liquide légère6.1%, oignon, Emmental de Savoie IGP*** 3%, graisse de poulet, échalote, amidon transformé de riz, _noisette_ hachée grillée 1.2%, chapelure 1.2 % [ farine de _blé_, levure, sel], ail, vin blanc, beurre, sel, persil, thym, épices, muscade. * Issue d'animaux nés, élevés, abattus et transformés en France ** AOP: Appellation d'Origine Protégée *** IGP: Indication Géographique Protégée|703|10|0.6|0.6|10|0.64|||||||||||||||||0|en:gluten,en:milk|E14XX - Amidons modifiés|
Plats préparés|Picard|Légumes à la Campagnarde, Sauce Moutarde|c|Pomme de terre préfrite 35 %, haricot vert très fin 25 %, _crème_ fraîche11.7 %, eau, champignon de Paris 8.9 %, oignon grillé, _beurre_, _moutarde_ à l'ancienne 1.4 %, amidon de riz, _moutarde_ de Dijon 0.5 %, sel, persil 0.2% , poivre blanc.|490|5.7|1.1|2.5|2.3|0.5|||||||||||||||||0||E228 - Sulfite acide de potassium,E330 - Acide citrique|
Plats préparés|Picard|Gratin de saumon, patate douce, pomme de terre et crème citronnée|c|Patate douce 34.3%, pomme de terre cuite, saumonqualité sans arête 16%, eau, crème fraîche liquide8.3%, graine de courge, amidon transformé de maïs, jus de citron 1.4%, _lait_ entier en poudre, chapelure, sel), zeste de citron 0.4%, sel, _lait_ écrémé en poudre, estragon, poivre.|461|5.7|3.7|1.7|6.3|0.75|||||||||||||||||0|en:fish,en:gluten,en:milk|E14XX - Amidons modifiés|
