categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Plats préparés|Mix|Pizza del Gusto Bœuf Poivrons|b|200 g de Pâte Napoli: pâte 50.5%, huile de tournesol. 115 g de Garniture d’Ingrédients savoureux: _mozzarella_ 9.5%, viande de boeuf cuite 7.9%, tomates cerise 6.6%, poivrons grillés 5.3%, roquette 0.8%, origan 0.2%.  65g de Sauce tomate cuisinée: purée de tomates, tomate pelée concassée au jus, huile d'olive vierge extra, sel, ail, sucre, origan 0.02%, poivre blanc, thym, laurier, basilic.|929|6.9|2.6|2|9.9|1.3|||||||||||||||||0|en:gluten,en:milk|E330 - Acide citrique|
Plats préparés|Mix|Pizza del gusto Chèvre Lardons|c|200 g de Pâte Napoli: pâte 50.5%, huile de tournesol. 115 g de Garniture d’Ingrédients savoureux: _mozzarella_ 10%, _fromage_ de chèvre 7.4%, lardons fumés cuits 6.6%, eau, sel, dextrose, acidifiant : acétate de sodium, antioxydant : érythorbate de sodium, conservateur : nitrite de sodium), tomates cerise 5.3%, roquette 0.8%, origan 0.2%.  65 g de Sauce tomate cuisinée: purée de tomates, tomate pelée concassée au jus, huile d'olive vierge extra, sel, ail, sucre, origan 0.02%, poivre blanc, thym, laurier, basilic.|979|8.6|2.5|2.8|9.7|1.6|||||||||||||||||0|en:gluten,en:milk|E250 - Nitrite de sodium,E262 - Acétates de sodium,E262i - Acétate de sodium,E316 - Erythorbate de sodium,E330 - Acide citrique|
Plats préparés|Mix|Salade&fusilli jambon fromage boursin|c|126 g de Fusilli cuisinées: pâtes alimentaires fusilli cuites 47.3%, persil 1.2%, huile de colza, ail, sel, poivre blanc.  55 g d’Ingrédients Savoureux: jambon blanc cuit supérieur 8%, eau, sel, dextrose, arôme naturel, antioxydant : érythorbate de sodium, conservateur : nitrite de sodium), tomates cerise 8%, dés de _fromage_ Boursin® Ail & Fines Herbes décongelés 6%.  40 g de Salades mélangées: laitue, chicorée et roquette.  25 g de Sauce au vinaigre balsamique: huile de colza, vinaigre balsamique 2.3%, huile d’olive vierge extra, _moutarde_ de Dijon, sel, poivre noir.  4 g de Sachet de Crumble salé: farine de _blé_, huile de tournesol haut oléique, sel, levure. Ce crumble peut contenir des traces éventuelles d’œuf, lait, crustacés, mollusques, poissons, soja, céleri et graines de sésame.|841|12|1.7|1.6|5.4|0.7|||||||||||||||||0|en:gluten,en:milk,en:mustard|E250 - Nitrite de sodium,E316 - Erythorbate de sodium|
Plats préparés|Mix|Pizza del Gusto - 4 Fromages|d|200 g de Pâte Napoli: pâte 50.5%, huile de tournesol.  115 g de Garniture d’Ingrédients savoureux: _mozzarella_ 9.6%, tomates cerise 5.3%, _Provolone_ doux 3.9%, _Bleu_ de pays 3.9%, épaississant : chlorure de calcium), _Grana Padano_ AOP 3.9%), olives noires dénoyautées 2.7%, roquette 0.8%, origan 0.2%.  65 g de Sauce tomate cuisinée: purée de tomates, tomate pelée concassée au jus, huile d'olive vierge extra, sel, ail, sucre, origan 0.02%, poivre blanc, thym, laurier, basilic.|1075|9.7|2.8|2.8|11|1.5|||||||||||||||||0|en:eggs,en:gluten,en:milk,fr:Ferments,fr:Grana Padano,fr:Provolone|E1105 - Lysozyme,E330 - Acide citrique,E509 - Chlorure de calcium,E579 - Gluconate ferreux|
Plats préparés|Mix|Pizza Del Gusto|c|200 g de Pâte Napoli: pâte 50.5%, huile de tournesol. 115 g de Garniture d’Ingrédients savoureux: dés de blanc de poulet rôti 10.5%, eau, amidon de pomme de terre, dextrose, sel), _Mozzarella_ 9.5%, tomates cerise 6.6%, sauce pesto verde 2.6%, roquette 0.8%, origan 0.2%.  65 g de Sauce tomate cuisinée: purée de tomates, tomate pelée concassée au jus, huile d'olive vierge extra, sel, ail, sucre, origan 0.02%, poivre blanc, thym, laurier, basilic.|895|5.7|2.4|0.5|9.5|1.5|||||||||||||||||0|en:gluten,en:milk|E330 - Acide citrique,E415 - Gomme xanthane|
Plats préparés|Mix Buffet|Champignon de Paris à la Grecque et Confiture d'Oignons|b|Champignons de Paris 58 %, sauce à la grecque 25.7 %, eau, double concentré de tomate 5.6 %, huile de colza, vinaigre d'alcool, sel, amidon modifié de pomme de terre, épaississant gomme xanthane, infusion], oignons 12.4 %, sucre, vin blanc, plantes aromatiques, poivre blanc, acidifiant : acide citrique, conservateur : sorbate de potassium, épices, jus de citron concentré.|272|3.6|3.9||1.7|1.3|||||||||||||||||0|céleri|E14XX - Amidons modifiés,E202 - Sorbate de potassium,E330 - Acide citrique,E415 - Gomme xanthane|
Plats préparés|Mix Buffet|Carottes Finement Râpées Ail et Ciboulette|c|Carottes râpées 79%, huile de colza, eau, sucre, ciboulette 1.5%, _moutarde_ de Diion, condiment balsamique blanc, vinaigre d‘alcool, ail 0.5%, sel, échalotes, amidon modifie de pomme de  terre, épaississant : gomme xanthane.|431|7.4|6.4|2.7|1|0.69|||||||||||||||||0|moutarde, moutarde|E14XX - Amidons modifiés,E415 - Gomme xanthane|
Plats préparés|Mix Buffet|Quiche Lorraine|d|Pâte brisée 37.2% [farine de BLÉ, margarine huiles et graisses végétales, eau, sel, émulsifiant mono et diglycérides d'acides gras, acidifiant: acide citrique, colorant: caroténoïdes, arôme naturel), ŒUFS, eau, sel, levure désactivée, appareil à quiche 34.8 %, lardons cuits fumés 11.2 %, eau, sel, dextrose, arômes, antioxydant : érythorbate de sodium, conservateur nitrite de sodium). Jambon cuit choix 11.2% [jambon de porc 10.8%, sel, dextrose, bouillon oignon, carotte, poireau, poivre, thym, laurier), gélatine de porc, arômes, conservateurs chlorure de potassium, ascorbate de sodium et nitrite de sodium], EMMENTAL 3.9 %, COMTÉ 1.7 %.|1322|21|1.6||11|1.2|||||||||||||||||1||E160 - Caroténoïdes,E250 - Nitrite de sodium,E316 - Erythorbate de sodium,E330 - Acide citrique,E428 - Gélatine,E471 - Mono- et diglycérides d'acides gras alimentaires|
Plats préparés|Mix Buffet|Quinoa à la faisselle et pommes granny|b|Salade composée : Quinoa blanc et rouge cuit, basilic 2.1%, huile d'olive vierge extra, huile ds colza, miel 0.7 %, sel, poivre noir. Pourcentages exprimés sur l'ensemble du produit. Peut contenir des traces de céleri, soja, oeuf, moutarde et lupin.|690|7.5|3.1|2.1|5.2|0.55|||||||||||||||||0|||
Plats préparés|Mix Buffet|Salade caesar penne & aiguillettes de poulet roti|a|Salade composée 85.7 % : pâtes alimentaires penne cuisinées 41 % [pâtes alimentaires penne aux _œufs_ cuites 36.8 %, tomates mi-séchées marinées 2.4 %, huile de colza, basilic, sel], salade mélangée 17.8 %, aiguillettes de poulet reconstituées traitées en salaison, cuites rôties 16 %, dextrose, protéines de pois, sel, arômes naturels, ferments), _œufs_ durs, _Parmigiano Reggiano_ 3.5 %. Sauce Caesar 14.3 % : eau, huile de colza, _Parmigiano Reggiano_ 0.6 %, _moutarde_ de Dijon, jaune d'_œuf_, amidon modifié de pomme de terre, jus concentré de citron, sel, ail, basilic, épaississant : gomme xanthane, conservateur : sorbate de potassium.|632|7.1|1.2|0.9|9.4|0.5|||||||||||||||||0|œufs, blé, œuf, œufs, Parmigiano Reggiano, Parmigiano Reggiano, moutarde, moutarde, œuf|E14XX - Amidons modifiés,E202 - Sorbate de potassium,E224 - Disulfite de potassium,E330 - Acide citrique,E415 - Gomme xanthane|
Plats préparés|Mix Buffet|Mix salade chèvre & serpentini|b|Serpentini cuisuinées: pâtes alimentaires aux _œufs_ cuites 49.1 %, persil 1.1 %,huile de colza, ail, sel. Ingrédients Savoureux 22% :  _fromage de chèvre_ au _lait_ pasteurisé 10 %, tomates cerise 8 %, _noix_ 4 %. Saldes mélangées:  laitue, chicorée, roquette. Sauce au vinaigre balsamique: huile de colza, vinaigre balsamique 2.3 %, huile d'olive vierge extra, sel, _moutarde_ de Dijon,sel, poivre noir.|920|14|5|1.8|6.5|0.4|||||||||||||||||0|en:eggs,en:gluten,en:milk,en:mustard||
Plats préparés|Mix Buffet,Mix|Salade Mezze Saumon Fumé 320g|b|106.7 g de Boulgour et légumes cuisinés: _boulgour_ fin cuit 24.4%, courgettes 3%, tomates 3%, tomates mi-séchées marinées 1.2%, huile de colza, jus de citron concentré, plantes aromatiques. 74.8 g d’Ingrédients Savoureux: concombres 8.4%, allumettes de _saumon_ fumé 7.8% [_saumon_ Atlantique, sel, huile de colza, aneth], quartiers de citron 4.7%, tomates cerise 2.5%. 50 g de Salades mélangées: laitue, chicorée et roquette. 50 g de Mélange de fromage blanc et de concombres: _fromage_ blanc 7%, concombres 3.2%, _crème_ fraîche liquide, huile de colza, vinaigre d'alcool, sel, jus de citron concentré, aneth 0.1%, ail, amidon modifié de pomme de terre, persil, conservateur : sorbate de potassium, poivre blanc. 25 g de Sauce au vinaigre balsamique: huile de colza, vinaigre balsamique 1.7%, huile d'olive vierge extra, sel, _moutarde_ de Dijon, sel, poivre noir. 13.5 g de Petits Blinis nature: eau, farine de _blé_, huile de tournesol,_ lactose_, protéines de _lait_, _lait_ écrémé en poudre, lactosérum en poudre, _oeuf_ entier et blanc d’_oeuf_ déshydraté, poudre à lever : carbonates de sodium et diphosphates, sel, antioxydant : acide ascorbique.|669|12|2.6|2.8|3.9|0.83|||||||||||||||||0|en:eggs,en:fish,en:gluten,en:milk,en:mustard|E14XX - Amidons modifiés,E202 - Sorbate de potassium,E300 - Acide ascorbique,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Plats préparés|Mix buffet|Quiche Lorraine|d|Appareil à.quiche 46 %, pâte brisée 25.3 % [farine de BLÉ, margarine, eau, sel, émulsifiant E471. acidifiant E330. colorant E160a, ar me naturel), ŒUF eau. sel, levure désactivée, lardons cuits fumés 11.5 %. eau, sel, dextrose, arômes, antioxydant : érythorbate de sodium conservateur : nitrite de sodium), jambon cuit choix bouillon, gélatine de porc. arômes, conservateurs : chlorure de potassium, ascorbate de sodium et nitrite de sodium. EMMENTAL 4 %, COMTÉ 1.7 %.|1197|22|1.6||10|1.2|||||||||||||||||0|ŒUFS, LAIT, BLÉ, ŒUF, EMMENTAL, COMTÉ|E160a - Bêta-carotène,E250 - Nitrite de sodium,E316 - Erythorbate de sodium,E330 - Acide citrique,E428 - Gélatine,E471 - Mono- et diglycérides d'acides gras alimentaires|
Plats préparés|Mix,Mix Buffet|Salade pasta|a|pâtes alimentaires mini penne aux _œufs_ cuites 44.7 %, poivrons grillés 21.9 %, tomates mi-séchées 8.7 %, _mozzarella_ 8.3 %double concentré de tomates, huile de colza, eau, basilic, vinaigre d'alcool, Grana Padano AOP), ail, sel, _moutarde_ de Dijon, vinaigre blanc, amidon modifié de pomme de terre, épaississant : gomme xanthane.|628|7.4|2.9|2.5|5.6|0.63|||||||||||||||||0|en:eggs,en:gluten,en:milk,en:mustard|E1105 - Lysozyme,E14XX - Amidons modifiés,E330 - Acide citrique,E415 - Gomme xanthane|
Plats préparés|Mmm !|Choucroute garnie|c|Choucroute 35 %, saucisse fumée pur porc 15 %, viande de porc traitée en salaison et précuite 13 %, eau, saucisse pâte fine fumée pur porc 8 %, pommes de terre 8 %, saindoux, vin blanc 1.6 %, sel, antioxydant acide ascorbique, arôme naturel, graines de cumin, baies de genièvre, grains de poivre; conservateur : _disulfite_ de sodium.|460|7.6|0.5||6.8|1|||||||||||||||||0|sulfite, disulfite|E223 - Disulfite de sodium,E250 - Nitrite de sodium,E300 - Acide ascorbique,E407 - Carraghénanes,E412 - Gomme de guar,E415 - Gomme xanthane,E451 - Triphosphates|
Plats préparés|Moi En Mieux|Couscous aux 5 Légumes|c|Eau, semoule de BLÉ dur* 12 %, courgette* 10 %, tomate* 7.9 %, tomate mi-réduite 7.7 %, butternut* 6.2 %, carotte* 4.8 %, oignon*, pois chiche* 2 %, huile d'olive* 1.2 %, bouillon de légumes 1.1%, fécule de pomme de terre*, raz el hanout* 0.3% (curcuma*, muscade*, cannelle*, poivre noir, fenouil*, girofle*, laurier, gingembre*, piment de Cayenne, cumin*, ail*, curcuma*, sel, coriandre* 0.1%, poivre*.|377|3.1|2.3|0|1.5|1.2|||||||||||||||||0|BLÉ, CÉLERI||
Plats préparés|Moi en Mieux|Boulgour aux 11 Légumes|c|Eau, lentilles corail* 14 %, boulgour de _blé_ dur* 12 %, chou kale* 7.5 %, oignon*, aubergine* 5.9%, chou fleur* 5.3 %, courgette 4.5 %, échalote*, carotte* 3.6 %, petit pois* 3.3 %, poivron rouge* 2.9 %, huile d'olive*, sel, bouillon de légumes 1.2 %*, sirop d'amidon de maïs*, extrait de de légumes 1.2%, ail*, curcuma*, poivre.|406|3|1.3|0|3.6|0.95|||||||||||||||||0|blé, céleri||
Plats préparés|Monbio,Nutrinat|Salade Repas - Lentilles Germées, Échalotes, Poivrons Rouges et Sauce Indienne|b|Riz complet de Camargue précuit*, lentilles vertes germées précuites*, échalotes*, poivrons rouges*, raisins secs*, céleri branche* , jus de citron*, vinaigre*, huile de colza*, huile d'olive*, coriandre* , sel, curry* curcuma*, piment doux*, ail*, poivre*. *Issu de l'agriculture biologique.|582|3.2|4|2.9|4.2|1.2|||||||||||||||||0|en:celery,en:gluten,en:mustard||
Plats préparés|Monique Ranou|Lasagne à la bolognaise|c|Eau, sauce tomate, viande de boeuf origine France 17.3 %, semoule de _blé_ dur, emmental, oignons, huile de colza, amidon modifié de maïs, farine de _blé_, _lait_ écrémé en poudre, sel, ail, plantes aromatiques, gélifiants : gomme de xanthane et farine de graine de caroube, poivre noir, muscade.|636|7.5|2.3||6.5|0.82|||||||||||||||||0|blé, lait, blé, lait|E14XX - Amidons modifiés,E410 - Farine de graines de caroube,E415 - Gomme xanthane|
Plats préparés|Monique Ranou|Gratin Dauphinois au Jambon|b|Pommes de terre 48 %, eau, jambon cuit supérieur 15 % [jambon de porc, eau, sel, gélatine de porc, dextrose, conservateurs : ascorbate de sodium, nitrite de sodium] ; emmental*** 5.4%, ; crème*** fraîche 3.7%, poudre de _lait_, _œufs_ entiers, amidon transformé de riz, farine de _blé_, sel, ail, poivre, muscade. ** *dont _lait_.|427|3.8|0.8|1.3|6.3|0.77|||||||||||||||||0|en:gluten,en:milk|E14XX - Amidons modifiés,E250 - Nitrite de sodium,E301 - Ascorbate de sodium,E428 - Gélatine|
Plats préparés|Monique Ranou|Betteraves rouges|b|Betteraves 78 %, eau, huile de tournesol, échalotes, vinaigre de vin, vinaigre d'alcool, sel, _moutarde_ de Dijon, sucre, épaississants : gomme xanthane, gomme guar.|289|3.6|5.6||1.3|0.8|||||||||||||||||0|moutarde, moutarde|E412 - Gomme de guar,E415 - Gomme xanthane|
Plats préparés|Monique Ranou|Coleslaw|b|Chou 41 %, carottes 28 %, huile de colza, eau, vinaigre d'alcool, oignons 2 %, sucre, moutarde de Dijon, jaune d'_œuf_, sel, amidon modifié de maïs, jus concentré de citron, épaississant : gomme xanthane, conservateur : sorbate de potassium, poivre.|569|11.9|4.7|3.2|0.8|0.9|||||||||||||||||0|Œufs,Moutarde, moutarde, œuf|E14XX - Amidons modifiés,E202 - Sorbate de potassium,E415 - Gomme xanthane|
Plats préparés|Monique Ranou|Lasagnes à la bolognaise|b|Eau, viande de bœuf 17.3%, semoule de blé dur, emmental 6%, concentré df tomate oignon, huile de colza, amidon modifié de maïs, farine de blé, lait écrémé en poudre, sel, ail, plantes aromatiques gélifiants : gomme xanthane et farine de graine de caroube, poivre noir, muscade.|636|8|2.1|1.4|7.2|0.73|||||||||||||||||0|en:gluten,en:milk|E14XX - Amidons modifiés,E410 - Farine de graines de caroube,E415 - Gomme xanthane|
Plats préparés|Monique Ranou|Chou Rouge à la ciboulette|a|Chou rouge 71.1%, eau, huile de colza, sucre, vinaigre d'alcool, jus concentré de citron, ciboulette 0.9 %, sel, moutarde de Dijon, ail, poivre, amidon modifié de maïs, épaississants : gomme xanthane, gomme tara ; conservateur : sorbate de potassium.|326|4.7|6.6||0.7|0.88|||||||||||||||||0|MOUTARDE|E14XX - Amidons modifiés,E202 - Sorbate de potassium,E415 - Gomme xanthane,E417 - Gomme tara|
Plats préparés|Monique Ranou|Carottes râpées assaisonnées|a|Carottes 83 %, eau, huile de colza, vinaigre d'alcool, moutarde de Dijon, jus de concentré de citron, sel, épaississants : gomme guar, gomme xanthane, gomme tara, conservateur : sorbate de potassium.|318|5.1|4.5||0.8|0.6|||||||||||||||||0|en:mustard|E202 - Sorbate de potassium,E412 - Gomme de guar,E415 - Gomme xanthane,E417 - Gomme tara|
Plats préparés|Monique Ranou|Endives au jambon|c|Endives44.3 %, crème fraîche, 14.6 %, jambon cuit supérieur 13.9 %, eau, sel, gélatine de porc, dextrose, conservateurs : ascorbate de sodium, nitrite de sodium), eau, emmental5.2 %, mozzarella, farine de _blé_, poudre de _lait_, bouillon de volaille, sel, muscade, poivre.|437|6.9|2.4||6.1|0.54|||||||||||||||||0|lait, lait, lait, blé, lait|E250 - Nitrite de sodium,E301 - Ascorbate de sodium,E428 - Gélatine|
Plats préparés|Monique Ranou|Poisson Pané Riz Tomaté|c|Riz blanc cuit 40.7% [riz blanc, eau], _poisson_ pané 23.3 % [filet de hoki 15.4 %; enrobage 7.9 % : enrobant, chapelure, huiles de tournesol et de colza), concassé de tomates 14.2 %, eau, concentré de tomates, huile de colza, beurre, arômes, huile d'olive vierge extra, sucre, ciboulette, sel, amidon transformé de maïs, plantes aromatiques 0.03 %.|531|4.5|1.5||4.6|1.03|||||||||||||||||0|en:gluten,en:milk|E14XX - Amidons modifiés|
Plats préparés|Monique Ranou,Intermarché|Tagliatelles à la carbonara|c|Tagliatelles aux œufs cuites [semoule de _blé_ dur, eau, _œufs_ entiers3.9 %], eau, lardons cuits fumés 13 % [poitrine de porc, sel, sirop de glucose, arômes naturels, ferments], _crème_ fraîche11.5%, farine de blé, _Grana Padano_, oignons préfrits, sel, poivre.|661|8.5|0.5||5.3|0.65|||||||||||||||||0|en:eggs,en:gluten,en:milk,fr:Grana Padano||
Plats préparés|Monoprix|Lasagnes Chèvre Épinards Gratinées au Four|c|Garniture 92.6% : eau, _fromage_ de chèvre 20.2%*, épinards 12.4%*, _emmental_, amidon transformé de maïs, _lait_ écrémé en poudre, _crème_ fraîche, farine de _blé_, arôme naturel de poivre, sel, ail, arôme naturel de muscade avec autres arômes naturels, épaississant : gomme xanthane. *Pourcentages exprimés sur la garniture Pâte à lasagnes 7.4% : semoule de _blé_ dur, eau.|565|5.7|1.8||6.6|0.75|||||||||||||||||0|fromage, emmental, lait, lait, crème, blé, blé|E14XX - Amidons modifiés,E415 - Gomme xanthane|
Plats préparés|Monoprix|Assortiment Asiatique|e|Beignets de crevettes : _crevettes_ 39 %, eau, fécule de pomme de terre, farine de _blé_, huile de tournesol, poudres à lever : diphosphate disodique, carbonate acide de sodium, sel, amidon de _blé_, amidon transformé de pomme de terre, sucre, _œuf_ entier en poudre, curcuma, épaississants : carraghénanes, gomme de guar, gomme xanthane. Samossas bœuf : galette 34%, oignon 28 %, viande de bœuf 27.3%, carotte, concentré de tomate, huile de tournesol, curry 0.5%, sel, poivre, piment. Mini nems porc : galette 44.4 %, viande de porc 15.2 %, oignon 12.8 %, vermicelles de pois 9.1 %, carotte 6.1 %, protéine de _soja_, gras de porc 2.5 %, champignons noir, germes de haricot mungo, chapelure, arôme, sel, caramel, poivre. Sauce nuoc-mâm : eau, sucre, nuoc-mâm 14%, vinaigre, sel. Sauce pour samossas : eau, sucre, concentré de tomate, vinaigre, amidon transformé de maïs, sel, colorant : caramel ordinaire, oignon, acidifiant : acide citrique, poivre, arômes. Sauce pour beignets de crevettes : eau, sucre, vinaigre, ananas, poivron, amidon transformé de maïs, huile de tournesol, sel, acidifiant : acide citrique, épices [curry, gingembre], stabilisants : gomme de guar, gomme xanthane.|1653|19.7|11.1||12|2.9|||||||||||||||||0|crevettes, sulfites, blé, blé, œuf, œuf, soja, blé, poissons, moutarde|E14XX - Amidons modifiés,E150a - Caramel E150a,E222 - Bisulfite de sodium,E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E407 - Carraghénanes,E412 - Gomme de guar,E415 - Gomme xanthane,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Plats préparés|Monoprix|Brandade de morue parmentière à l'huile d'olive|c|Chair de morue déssalée 38%, crème fraîche, pommes de terre 12%, purée de pommes de terre 12%, huile d'olive vierge extra 3%, flocons de pommes de terre 3%, pulpe d'ail, ciboulette 0.8%, curcuma, poivre, sel.|658|11|1.1|1|6.9|0.635|||||||||||||||||0|||
Plats préparés|Monoprix|Riz cantonais Monoprix|c|Riz basmati cuit 58%- oignons 9.1% - petits pois 7% - carottes 6.7% - jambon cuit choix 5.1%- omelette 5.1%- huile de colza - champignons noirs réhydratés 2% - arôme naturel - sel - extrait de poivre |691|5.6|2.4||4.7|1.03|||||||||||||||||0|œuf|E100 - Curcumine,E250 - Nitrite de sodium,E316 - Erythorbate de sodium,E415 - Gomme xanthane|
Plats préparés|Monoprix|Orzo au Basilic, Petits Légumes Fromage Frais|c|Pâtes orzo cuites 41%- _fromage_ ricotta 11%- _fromage_ frais 8.6%- tomate 7.2% - tomate cerise 7% - courgette 6.2% - huile de colza - poivron rouge grillé 2.3% - poivron jaune grillé 2.3% - _crème_- basilic 2% - huile d'olive vierge extra - jus de citron à base de concentré- persil - sel - échalote - _fromage_ Parmigiano Reggiano - ail - _moutarde_ de Dijon) - ciboulette - menthe - poivre blanc - origan - sucre - piment d'Espelette - amidon transformé de tapioca - épaississants: alginate de sodium et gomme xanthane|628|7.2|2.6||4.7|0.67|||||||||||||||||0|blé, fromage, lactosérum, fromage, fromage, crème, crème, fromage, moutarde, moutarde, sulfite|E14XX - Amidons modifiés,E270 - Acide lactique,E300 - Acide ascorbique,E330 - Acide citrique,E401 - Alginate de sodium,E407 - Carraghénanes,E415 - Gomme xanthane|
Plats préparés|Monoprix|Tagliatelles Carbonara à la crème fraîche|c|Pâtes tagliatelles cuites 45%, _crème_ fraîche 16%, eau, lardons cuits fumés 12%, _emmental_ râpé, huile de tournesol, farine de _blé_, sel, épaississant : gomme xanthane.|723|8|0.514|1.8|6.29|0.629|||||||||||||||||0|en:gluten,en:milk|E250 - Nitrite de sodium,E316 - Erythorbate de sodium,E415 - Gomme xanthane|
Plats préparés|Monoprix Bio|Gnocchi à poêler|b|Flocons de pomme de terre réhydratés 60%- semoule de _blé_ dur de qualité supérieure - huile de tournesol - sel|854|2.4|0|2.3|5.5|1.2|||||||||||||||||0|blé|E392 - Extrait de romarin|
Plats préparés|Monoprix Bio,Monoprix|Choux et Carottes Râpées aux Raisins Secs|c|Chou blanc 41%, carottes 30%, sauce vinaigrette, sel), raisins secs 5.4%. |372|5.9|6.8|2.7|0.9|0.73|||||||||||||||||0|moutarde, moutarde||
Plats préparés|Monoprix Bio,Monoprix|Quinoa aux Légumes du Soleil|a|Salade de quinoa aux légumes, issue de l'agriculture de tournesol* 3%, vinaigre d'alcool*, moutarde*, sel, sucre*, poivre*) courgette* 15% - tomate* 12% - oignon* poivron rouge 5.6% raisins secs* 2.9%- noisettes hachées* - amandes effilées* - huile d'olive vierge extra* sel - coriandre* cannelle* poivre noir* - girofle* muscade* poivre blanc*. *Ingrédients issus de l'agriculture biologique.|703|8.6|3.9|4.7|3.3|0.64|||||||||||||||||0|moutarde||
Plats préparés|Monoprix Gourmet,Monoprix|Gratin de Ravioles aux Morilles|c|Sauce 58.5% [eau, _crème_ 14%, morille 4.6%, amidon transformé de pomme de terre, huile de tournesol, arôme naturel de champignon avec autres arômes naturels 0.5%, épaississant: gomme xanthane, sel, conservateur: sorbate de potassium, poivre];  Ravioles 41.5% [pâtes, farce (_fromage_ blanc frais, _Comté_, _Emmental_ français Est-Central, persil, sel, _œufs_ frais, _beurre_, eau]|782|11|1.8||7.3|0.9|||||||||||||||||0|en:eggs,en:gluten,en:milk|E14XX - Amidons modifiés,E202 - Sorbate de potassium,E407 - Carraghénanes,E415 - Gomme xanthane|
Plats préparés|Monoprix Gourmet,Monoprix|4 Rikakats Fromage de Brebis et Menthe|c|Eau , _fromage_ de brebis 19 % , _ricotta_ de brebis 19 % , farine de _blé_ , huile de tournesol , fécule , fibre de _blé_ , menthe douce 2.4  , blanc d'_œuf_ en poudre , huile d'olive vierge extra, huile de tournesol , sel , émulsifiant : lécithine de colza , arôme naturel, poivre.|1157|18|1.3|3.6|8.2|1.3|||||||||||||||||0|en:eggs,en:gluten,en:milk|E322 - Lécithines,E322i - Lécithine|
Plats préparés|Monoprix Gourmet,Monoprix|Tartiflette au Reblochon de Savoie|c|Pommes de terre 52 % - Reblochon de Savoie AOP 20 % [_lait_ cru de vache, sel, ferments lactiques, présure animale, colorant de croûte : rocou] - lardons fumés 10 % [poitrine de porc, sel, dextrose, acidifiant : acide citrique, antioxydant : ascorbate de sodium, conservateur : nitrite de sodium] - oignons 6% - _crème_ fraîche 6 % - eau - fécule de pomme de terre - sel - poivre.|679|9.7|0.7||7|0.73|||||||||||||||||0|en:milk|E160b - Rocou,E250 - Nitrite de sodium,E301 - Ascorbate de sodium,E330 - Acide citrique|
Plats préparés|Monoprix,monop'daily|Carottes râpées|a|Carottes 69 %, sauce [eau, huile de colza, vinaigre aromatisé, sucre, acidifiants : E270. E330 et E325. _moutarde_ de Dijon, amidon transformé de tapioca, épaississants : E401 et E415. sel, arôme naturel], citron, huile d'olive vierge extra, échalote, condiment balsamique, ciboulette déshydratée, sel.|305|4.7|4.6|2.6|0.6|0.6|||||||||||||||||0|moutarde, moutarde|E14XX - Amidons modifiés,E150a - Caramel E150a,E222 - Bisulfite de sodium,E224 - Disulfite de potassium,E270 - Acide lactique,E325 - Lactate de sodium,E330 - Acide citrique,E401 - Alginate de sodium,E415 - Gomme xanthane|
Plats préparés|Mère Maury|Ravioles Élaborées avec du Comté AOP|d|Farce: Comté, fromage frais de vache, _œufs_, persil, beurre, sel. Pâte: Farine de _blé_ tendre, eau, _œufs_, huile végétale de coprah.|1168|11.8|1.2||13.1|1|||||||||||||||||0|en:eggs,en:milk||
Plats préparés|Nature & Moi|Spécialité végétalienne - Saveur Original en Bloc|e|Eau, matière grasse végétale coco, amidon modifié, sel, arôme végétalien, conservateur acide sorbique, colorant : bêtacaroténe, vitamine B12.|1159|21|0||0|2.1||||||||||||0.2|||||0||E14XX - Amidons modifiés,E160a - Bêta-carotène,E200 - Acide sorbique|
Plats préparés|Netto|Lasagnes à la bolognaise|b|Tomates concassées 26%, sauce béchamel 16%, eau, bœuf cuit 14%, pâtes 12%, concentré de tomates 4%, oignons, carottes, huile d'olive vierge extra, crème fraîche*, sucre, sel, ail déshydraté, basilic, persil, origan, _céleri_, arôme naturel. *dont _lait_|478|5.1|3.4||5.7|0.88|||||||||||||||||0|lait, blé, céleri, lait|E14XX - Amidons modifiés,E330 - Acide citrique,E401 - Alginate de sodium|
Plats préparés|Netto|Coquillettes au Jambon & au Fromage|c|Coquillettes cuites 61.4% [semoule de _blé_ dur, eau, huile de tournesol], jambon cuit supérieur fumé 11.8% [jambon de porc, eau, sel, sirop de glucose, arômes naturels, bouillon de légumes, ferments], crème* fraîche9.4%, eau, emmental*7%, farine de _blé_, sel, poivre, muscade, curcuma. *dont _lait_|883|7.2|0.9||8.8|0.84|||||||||||||||||0|blé, blé, lait||
